"Data","D1","D2","D3"
2003-01-02,0.00183405997407049,0.0169414918120228,0.0159685312369953
2003-01-03,-0.00330145225760847,-0.00486339764014121,0.00443306947182176
2003-01-06,0.00737561724630909,0.0269573187948129,0.0471389105493838
2003-01-07,-0.0109553024486307,-0.00373209108434946,-0.0103276691615032
2003-01-08,-0.00558494457995806,-0.00307643827383053,-0.00626723566227283
2003-01-09,0.00445907332667383,0.00499929019890932,0.00966030252861216
2003-01-10,0.011162824155708,0.0136669224400139,0.0263628430807419
2003-01-13,-0.00702859138313605,-0.00940603554365704,-0.0112060842234168
2003-01-14,0.00369633344305487,0.000680642542394638,0.00853128932427283
2003-01-15,0.000181244256069135,-0.0113903675926001,-0.0179509755105391
2003-01-16,0.0150806145726838,0.000596055664468187,-0.00114679149261654
2003-01-17,-0.0117706426201711,-0.0145678126243162,-0.0248025100022411
2003-01-20,0.00486552593196232,-0.00468497095070375,-0.00357174164999541
2003-01-21,-0.00941914680757328,-0.0169700693264745,-0.0227508010863916
2003-01-22,-0.00889554231499545,-0.0125841823925017,-0.0251044762288456
2003-01-23,-0.0057190831151781,0.00259543801905515,5.62856397841038e-05
2003-01-24,-0.008383707123783,-0.0310845833184742,-0.0370947014180693
2003-01-27,-0.0150876594496475,-0.0228243178923261,-0.0326745718503892
2003-01-28,-0.00414859055561168,-0.007767584788685,0.00451211853418099
2003-01-29,0.000568283327492036,0.0233480621754019,0.031120051694165
2003-01-30,0.000964084541485111,-0.00880280134265676,-0.0118783596907538
2003-01-31,0.0101704211045275,0.0142578311021888,0.0236344001678122
2003-02-03,-0.000849825202995369,0.000227399052740829,-0.00511210502752379
2003-02-04,-0.00545008516608358,-0.0278657212045449,-0.0358019756642826
2003-02-05,0.00146938571424604,0.00301210533488216,-0.00223429103280848
2003-02-06,0.000573292242064927,0.000110295567995244,0.00867497805390283
2003-02-07,-0.00726698451100749,-0.0110979388300863,-0.0212368574091579
2003-02-10,-6.84127312196026e-05,0.00260471425685593,0.00222979764711062
2003-02-11,0.00271144438429571,0.00626408010781598,0.00254269566340914
2003-02-12,-0.00621349734067034,0.00723075339725576,-0.00447010508105916
2003-02-13,-0.0171076715141588,-0.0304479771732692,-0.038972532352933
2003-02-14,-0.00993307269889654,0.00262945435378215,-0.000384236814305994
2003-02-17,0.00940658195099764,-0.000805440911557542,0.0111443065040528
2003-02-18,0.00970881178675809,0.0227459657080229,0.0295442168489577
2003-02-19,-0.00560416469382929,-0.0137271068648379,-0.0191026276489572
2003-02-20,0.00394353261226055,0.00457288961475166,-0.00342917589226988
2003-02-21,0.00908455366837657,0.00528394529388954,0.00682341801796249
2003-02-24,-0.00402949946451248,-0.00777587218483233,-0.00318738616178904
2003-02-25,-0.00936915486388756,-0.000660321268752928,0.00012698307683312
2003-02-26,-0.00442571949866166,-0.0127858015835611,-0.0228270795932329
2003-02-27,0.0015542661004968,0.0121457920731911,0.0170534278807706
2003-02-28,0.00894732124680631,0.0156937361773022,0.00539184591894859
2003-03-05,-0.0042747762133365,0.00725185089577174,0.00833273556337222
2003-03-06,0.00243565075171137,0.0210313711193002,0.0379038559858016
2003-03-07,0.00702653779148044,0.00224410966378619,0.0155234388215175
2003-03-10,-0.0126883448491103,-0.0336941227109634,-0.049256539753581
