"Data","0927042D BS Equity","ABEV3 BS Equity","ABYA3 BS Equity","ACES3 BS Equity","ACES4 BS Equity","ACGU3 BS Equity","AEDU3 BS Equity","AGEI3 BS Equity","AGIN3 BS Equity","ALLL11 BS Equity","ALLL3 BS Equity","ALLL4 BS Equity","ALPA4 BS Equity","ALSC3 BS Equity","ALSO3 BS Equity","ALUP11 BS Equity","AMAR3 BS Equity","AMBV3 BS Equity","AMER3 BS Equity","AMIL3 BS Equity","ANIM3 BS Equity","ARCE3 BS Equity","ARCZ6 BS Equity","ARTR3 BS Equity","ARZZ3 BS Equity","ASAI3 BS Equity","ATMP3 BS Equity","AZUL4 BS Equity","B3SA3 BS Equity","BBAS3 BS Equity","BBAS4 BS Equity","BBDC3 BS Equity","BBDC4 BS Equity","BBRK3 BS Equity","BBSE3 BS Equity","BDLL4 BS Equity","BEEF3 BS Equity","BEES3 BS Equity","BELG4 BS Equity","BICB4 BS Equity","BIDI11 BS Equity","BIDI4 BS Equity","BISA3 BS Equity","BNCA3 BS Equity","BOBR4 BS Equity","BPAC11 BS Equity","BPAN4 BS Equity","BRAP3 BS Equity","BRAP4 BS Equity","BRDT4 BS Equity","BRFS3 BS Equity","BRKM5 BS Equity","BRML3 BS Equity","BRPR3 BS Equity","BRSR6 BS Equity","BRTP3 BS Equity","BRTP4 BS Equity","CARD3 BS Equity","CASH3 BS Equity","CCIM3 BS Equity","CCRO3 BS Equity","CESP3 BS Equity","CESP5 BS Equity","CESP6 BS Equity","CGAS5 BS Equity","CIEL3 BS Equity","CLSC4 BS Equity","CMET4 BS Equity","CMIG3 BS Equity","CMIG4 BS Equity","CNFB4 BS Equity","COCE5 BS Equity","COGN3 BS Equity","CPCA4 BS Equity","CPFE3 BS Equity","CPLE3 BS Equity","CPLE6 BS Equity","CPNY3 BS Equity","CPSL3 BS Equity","CRFB3 BS Equity","CRTP5 BS Equity","CRUZ3 BS Equity","CSAN3 BS Equity","CSMG3 BS Equity","CSNA3 BS Equity","CSPC4 BS Equity","CSTB4 BS Equity","CTAX4 BS Equity","CTIP3 BS Equity","CTNM4 BS Equity","CVCB3 BS Equity","CYRE3 BS Equity","DASA3 BS Equity","DAYC4 BS Equity","DIRR3 BS Equity","DURA4 BS Equity","DXCO3 BS Equity","EBTP3 BS Equity","EBTP4 BS Equity","ECOR3 BS Equity","EGIE3 BS Equity","ELET3 BS Equity","ELET6 BS Equity","ELEV3 BS Equity","ELPL3 BS Equity","ELPL4 BS Equity","ELPL5 BS Equity","EMAE4 BS Equity","EMBR3 BS Equity","EMBR4 BS Equity","ENAT3 BS Equity","ENBR3 BS Equity","ENEV3 BS Equity","ENGI11 BS Equity","EQTL11 BS Equity","EQTL3 BS Equity","ETER3 BS Equity","EVEN3 BS Equity","EZTC3 BS Equity","FESA4 BS Equity","FFTL4 BS Equity","FHER3 BS Equity","FIBR3 BS Equity","FLRY3 BS Equity","GETI3 BS Equity","GETI4 BS Equity","GETT11 BS Equity","GFSA3 BS Equity","GGBR3 BS Equity","GGBR4 BS Equity","GNDI3 BS Equity","GOAU4 BS Equity","GOLL4 BS Equity","GRND3 BS Equity","GUAR3 BS Equity","GVTT3 BS Equity","HAPV3 BS Equity","HGTX3 BS Equity","HYPE3 BS Equity","IGTA3 BS Equity","IGTI11 BS Equity","INEP4 BS Equity","IRBR3 BS Equity","IRON3 BS Equity","ITSA4 BS Equity","ITUB3 BS Equity","ITUB4 BS Equity","JBSS3 BS Equity","JHSF3 BS Equity","KEPL3 BS Equity","KLBN11 BS Equity","KLBN4 BS Equity","KSSA3 BS Equity","LAME3 BS Equity","LAME4 BS Equity","LCAM3 BS Equity","LEVE3 BS Equity","LIGH3 BS Equity","LIGT3 BS Equity","LINX3 BS Equity","LOGG3 BS Equity","LOGN3 BS Equity","LREN3 BS Equity","LUPA3 BS Equity","LWSA3 BS Equity","MAGG3 BS Equity","MAGS5 BS Equity","MDIA3 BS Equity","MEAL3 BS Equity","MEDI3 BS Equity","MGLU3 BS Equity","MILS3 BS Equity","MMXM3 BS Equity","MNDL4 BS Equity","MOVI3 BS Equity","MPLU3 BS Equity","MRFG3 BS Equity","MRVE3 BS Equity","MSAN3 BS Equity","MSAN4 BS Equity","MULT3 BS Equity","MYPK3 BS Equity","MYPK4 BS Equity","NATU3 BS Equity","NEOE3 BS Equity","NETC4 BS Equity","NTCO3 BS Equity","ODPV3 BS Equity","OGXP3 BS Equity","OIBR3 BS Equity","OIBR4 BS Equity","OSXB3 BS Equity","PCAR3 BS Equity","PCAR4 BS Equity","PDGR3 BS Equity","PDTC3 BS Equity","PETR3 BS Equity","PETR4 BS Equity","PETZ3 BS Equity","PINE4 BS Equity","PLAS3 BS Equity","PLDN4 BS Equity","PMAM3 BS Equity","PMAM4 BS Equity","POMO4 BS Equity","POSI3 BS Equity","PRGA4 BS Equity","PRIO3 BS Equity","PRML3 BS Equity","PRTX3 BS Equity","PSSA3 BS Equity","PTIP4 BS Equity","QUAL3 BS Equity","RADL3 BS Equity","RAIL3 BS Equity","RAPT4 BS Equity","RDCD3 BS Equity","RDOR3 BS Equity","RENT3 BS Equity","RIPI4 BS Equity","RLOG3 BS Equity","RPMG3 BS Equity","RPSA4 BS Equity","RSID3 BS Equity","RUMO3 BS Equity","SALM4 BS Equity","SANB11 BS Equity","SAPR11 BS Equity","SAPR4 BS Equity","SBFG3 BS Equity","SBSP3 BS Equity","SDIA4 BS Equity","SEER3 BS Equity","SLCE3 BS Equity","SLED4 BS Equity","SMLS3 BS Equity","SMTO3 BS Equity","SOMA3 BS Equity","STBP11 BS Equity","SULA11 BS Equity","SUZA4 BS Equity","SUZB3 BS Equity","SUZB5 BS Equity","SYNE3 BS Equity","SZPQ4 BS Equity","TAEE11 BS Equity","TAMM4 BS Equity","TASA4 BS Equity","TBLE6 BS Equity","TCOC3 BS Equity","TCOC4 BS Equity","TCSA3 BS Equity","TCSL4 BS Equity","TDBH3 BS Equity","TDBH4 BS Equity","TEND3 BS Equity","TERI3 BS Equity","TESA3 BS Equity","TIET11 BS Equity","TIMS3 BS Equity","TLCP3 BS Equity","TLCP4 BS Equity","TMAR3 BS Equity","TMAR5 BS Equity","TMAR6 BS Equity","TMCP3 BS Equity","TMCP4 BS Equity","TNCP3 BS Equity","TNCP4 BS Equity","TNEP3 BS Equity","TNEP4 BS Equity","TNLP3 BS Equity","TNLP4 BS Equity","TOTS3 BS Equity","TPRC6 BS Equity","TRPL3 BS Equity","TRPL4 BS Equity","TSEP4 BS Equity","TUPY3 BS Equity","UBBR11 BS Equity","UBBR4 BS Equity","UGPA3 BS Equity","UGPA4 BS Equity","UNIP6 BS Equity","UOLL4 BS Equity","USIM3 BS Equity","USIM5 BS Equity","VALE3 BS Equity","VALE5 BS Equity","VBBR3 BS Equity","VCPA4 BS Equity","VIIA3 BS Equity","VIVO3 BS Equity","VIVO4 BS Equity","VIVR3 BS Equity","VIVT3 BS Equity","VIVT4 BS Equity","VLID3 BS Equity","VVAR11 BS Equity","VVAX11 BS Equity","WEGE3 BS Equity","WEGE4 BS Equity","WIZS3 BS Equity","YDUQ3 BS Equity"
2001-12-31,NA,17715.8645,NA,494.4631,494.4631,NA,NA,NA,NA,NA,NA,NA,226.1334,NA,NA,NA,NA,16784.1002,NA,NA,NA,916.7106,3853.1163,NA,NA,NA,NA,NA,NA,8103.0707,8103.0707,16579.1789,16579.1789,NA,NA,86.4,NA,NA,916.7106,NA,NA,NA,NA,NA,332.1451,NA,NA,1144.7536,1144.7536,NA,667.6275,811.0192,NA,NA,809.2169,6295.4388,6295.4388,NA,NA,NA,NA,1318.099,1318.099,1318.099,1096.3786,NA,416.3894,1066.3672,5142.7403,5142.7403,238.8259,716.2688,NA,NA,NA,4452.3317,4452.3317,NA,781.1293,NA,469214.9823,4340.798,NA,NA,2618.1179,194.4383,1141.3919,NA,NA,744.4313,NA,NA,NA,NA,NA,577.2908,NA,3420.3994,3420.3994,NA,2489.3861,17720.5659,17720.5659,151.9763,NA,NA,1964.4119,362.0814,8033.9632,8033.9632,NA,NA,NA,NA,NA,NA,146.0108,NA,NA,78.384,648.358,NA,3096.0907,NA,1440.9222,1440.9222,NA,NA,2314.5147,2314.5147,NA,758.2222,NA,NA,274.7184,NA,NA,107.3127,NA,NA,NA,95.1652,NA,NA,8105.9809,19784.1207,19784.1207,NA,NA,97.7776,861.3078,861.3078,NA,279.1717,279.1717,NA,389.02,1704.4951,NA,NA,NA,NA,NA,NA,NA,143.7445,143.7445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.0516,569.0516,NA,76.2326,76.2326,NA,NA,2277.1149,NA,NA,NA,6391.7486,6391.7486,NA,5567.4473,5567.4473,NA,17.2472,56404.0065,56404.0065,NA,NA,17.396,NA,330.6353,330.6353,283.6248,NA,667.6275,NA,NA,NA,NA,230604.8994,NA,NA,NA,90.3389,NA,NA,NA,212.8383,NA,254.76,448.4801,50.2125,NA,225.354,NA,7950.3738,7950.3738,NA,3759.3046,956.17,NA,NA,251.029,NA,NA,NA,NA,NA,1186.5311,786.1338,786.1338,NA,NA,NA,NA,66.0894,2489.3861,1978.902,1978.902,NA,1143.5898,435.9176,435.9176,NA,NA,NA,1499.1721,385.3815,541.4254,541.4254,13208.6424,13208.6424,13208.6424,1711.8424,1711.8424,443.2016,443.2016,1073.5638,1073.5638,12754.0802,12754.0802,NA,504.1814,543.5075,543.5075,2259.7624,391.9526,11580.0707,11580.0707,991.1,991.1,378.8295,NA,1319.1116,1319.1116,20243.7952,20243.7952,NA,3096.0907,NA,3719.9734,3719.9734,NA,14542.1588,14542.1588,NA,NA,NA,1198.8327,1198.8327,NA,NA
2002-01-31,NA,16961.8408,NA,444.7693,444.7693,NA,NA,NA,NA,NA,NA,NA,223.3953,NA,NA,NA,NA,15686.075,NA,NA,NA,1001.3068,3787.4306,NA,NA,NA,NA,NA,NA,6783.3188,6783.3188,15950.8677,15950.8677,NA,NA,88.32,NA,367.0477,1001.3068,NA,NA,NA,NA,NA,305.2475,NA,NA,1008.5777,1008.5777,NA,694.3326,1017.5166,NA,NA,692.1474,5857.4654,5857.4654,NA,NA,NA,NA,1332.6614,1332.6614,1332.6614,1018.4938,NA,434.2928,1156.3254,5236.5637,5236.5637,226.5894,700.6977,NA,NA,NA,4397.6944,4397.6944,NA,871.2596,NA,511693.1535,4524.212,NA,NA,2675.5013,197.3404,1068.2691,NA,NA,717.7084,NA,NA,NA,NA,NA,566.2077,NA,3049.7718,3049.7718,NA,2339.7,19120.7273,19120.7273,161.6769,NA,NA,1750.5932,365.7761,7967.8451,7967.8451,NA,NA,NA,NA,NA,NA,152.5001,NA,NA,79.488,622.3804,NA,2965.0271,NA,1501.8802,1501.8802,NA,NA,2446.7056,2446.7056,NA,803.965,NA,NA,268.4748,NA,NA,114.095,NA,NA,NA,79.1133,NA,NA,7989.3905,19400.603,19400.603,NA,NA,37.6603,963.4367,963.4367,NA,339.7109,339.7109,NA,397.6649,1712.1474,NA,NA,NA,NA,NA,NA,NA,140.0258,140.0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.6505,516.6505,NA,84.7512,84.7512,NA,NA,1686.7518,NA,NA,NA,5874.5187,5874.5187,NA,5849.8133,5849.8133,NA,14.2477,53186.5144,53186.5144,NA,NA,17.5014,NA,316.1818,316.1818,279.7023,NA,694.3326,NA,NA,NA,NA,202260.8782,NA,NA,NA,96.0398,NA,NA,NA,210.4074,NA,248.628,441.0672,54.075,NA,211.163,NA,7221.5895,7221.5895,NA,3873.2229,928.7831,NA,NA,229.0495,NA,NA,NA,NA,NA,1515.0671,918.1978,918.1978,NA,NA,NA,NA,69.5526,2339.7,1660.0789,1660.0789,NA,980.1851,375.0475,375.0475,NA,NA,NA,1424.2135,339.5936,493.2951,493.2951,11955.2446,11955.2446,11955.2446,1514.1354,1514.1354,377.5137,377.5137,953.2444,953.2444,11610.6421,11610.6421,NA,302.958,577.6004,577.6004,2212.3362,392.1118,11514.8519,11514.8519,1075.9,1075.9,403.5711,NA,1472.2801,1472.2801,20268.1562,20268.1562,NA,2965.0271,NA,3133.1001,3133.1001,NA,13414.2086,13414.2086,NA,NA,NA,1186.4736,1186.4736,NA,NA
2002-02-28,NA,17496.8492,NA,516.8276,516.8276,NA,NA,NA,NA,NA,NA,163.709,221.7448,NA,NA,NA,NA,16078.2269,NA,NA,NA,1207.1453,4380.0359,NA,NA,NA,NA,NA,NA,7836.4164,7836.4164,18179.7201,18179.7201,NA,NA,97.44,NA,367.0477,1207.1453,NA,NA,NA,NA,NA,358.6352,NA,NA,1129.1603,1129.1603,NA,685.8275,946.7863,NA,NA,575.078,6551.5429,6551.5429,NA,NA,NA,1463.1105,1345.1929,1345.1929,1345.1929,1078.4052,NA,465.6238,1246.4796,5617.8448,5617.8448,220.0845,708.4832,NA,NA,NA,4634.6668,4634.6668,NA,845.7227,NA,511082.3859,4738.195,NA,NA,3153.9355,188.6342,1109.983,NA,NA,763.4226,NA,NA,NA,NA,NA,602.6233,NA,3132.0476,3132.0476,NA,2438.3569,22073.914,22073.914,174.611,NA,NA,1682.3425,360.234,7912.2923,7912.2923,NA,NA,NA,NA,NA,NA,138.5289,NA,NA,81.696,671.0884,NA,3353.236,NA,1512.2656,1512.2656,NA,NA,2827.3754,2827.3754,NA,907.926,NA,NA,296.571,NA,NA,109.7539,NA,NA,NA,80.2598,NA,NA,8572.3424,22173.0046,22173.0046,NA,NA,55.4994,1147.1175,1147.1175,NA,405.5034,405.5034,NA,414.8683,1705.8865,NA,NA,NA,NA,25.544,NA,NA,140.1069,140.1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.9661,507.9661,NA,85.8965,85.8965,NA,NA,1939.7645,NA,NA,NA,6450.5074,6450.5074,NA,6318.9871,6318.9871,NA,11.4357,62262.1892,62262.1892,NA,NA,18.9775,NA,182.6813,182.6813,303.1638,NA,685.8275,NA,NA,NA,NA,221787.8446,NA,NA,NA,93.0386,NA,NA,NA,231.8956,NA,250.38,467.0123,54.075,NA,230.71,NA,8116.0066,8116.0066,NA,3745.0648,956.0909,NA,NA,231.3631,NA,NA,NA,NA,NA,1426.5319,853.7928,853.7928,NA,NA,NA,NA,74.1702,2438.3569,1781.0118,1781.0118,NA,1056.532,874.4589,874.4589,NA,NA,NA,1405.4739,373.9345,484.0778,484.0778,13546.4686,13546.4686,13546.4686,1453.7462,1453.7462,355.304,355.304,1015.4062,1015.4062,12916.2322,12916.2322,NA,313.5509,627.3281,627.3281,2380.2738,346.7797,11437.9677,11437.9677,1097.1,1097.1,417.1765,NA,1724.8097,1724.8097,23673.5246,23673.5246,NA,3353.236,NA,3250.1754,3250.1754,NA,15033.626,15033.626,NA,NA,NA,1223.5509,1223.5509,NA,NA
2002-03-29,NA,16811.6099,NA,549.1371,549.1371,NA,NA,NA,NA,NA,NA,163.709,243.3051,NA,NA,NA,NA,15896.5594,NA,NA,NA,1139.4157,4230.6968,NA,NA,NA,NA,NA,NA,8337.3495,8337.3495,18349.3561,18349.3561,NA,NA,87.2,NA,367.0477,1139.4157,NA,NA,NA,NA,NA,349.6693,NA,NA,1076.7958,1076.7958,NA,673.3264,942.4212,NA,NA,821.54,6408.0346,6408.0346,NA,NA,NA,1357.088,1291.9311,1291.9311,1291.9311,1055.214,NA,463.149,1450.3064,5328.339,5328.339,258.0301,688.2409,NA,NA,NA,4541.7078,4541.7078,NA,884.7791,NA,464689.7229,4585.35,NA,NA,3005.4559,1950.0275,1152.5345,NA,NA,876.5455,NA,NA,NA,NA,NA,598.5218,NA,2781.3403,2781.3403,NA,2725.8519,20423.5605,20423.5605,173.9643,NA,NA,1863.6728,328.829,8552.3947,8552.3947,NA,NA,NA,NA,NA,NA,153.3328,NA,NA,96.048,736.0325,NA,3301.8836,NA,1598.5133,1598.5133,NA,NA,2988.2687,2988.2687,NA,908.6884,NA,NA,293.4492,NA,NA,107.1493,NA,NA,NA,77.9667,NA,NA,8570.4138,20674.1049,20674.1049,NA,NA,98.1149,1019.868,1019.868,NA,427.3791,427.3791,NA,432.2445,1516.3899,NA,NA,NA,NA,25.544,NA,NA,140.2013,140.2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.2952,542.2952,NA,85.9076,85.9076,NA,NA,1405.6265,NA,NA,NA,6273.1659,6273.1659,NA,5853.1753,5853.1753,NA,13.1229,64973.8045,64973.8045,NA,NA,16.4471,NA,161.6027,161.6027,311.3712,NA,673.3264,NA,NA,NA,NA,223577.7091,NA,29.4721,NA,103.5429,NA,NA,NA,241.7044,NA,250.38,463.3059,54.075,NA,233.795,NA,7950.3782,7950.3782,NA,3645.3863,960.3479,NA,NA,228.3554,NA,NA,NA,NA,NA,1479.8816,869.8699,869.8699,NA,NA,NA,NA,87.4458,2725.8519,1685.7313,1685.7313,NA,964.1526,806.6525,806.6525,NA,NA,NA,1503.857,331.9623,506.0304,506.0304,11430.468,11430.468,11430.468,1500.6224,1500.6224,317.7516,317.7516,1018.1948,1018.1948,10635.8963,10635.8963,NA,305.0766,986.559,986.559,2240.0045,383.9513,11019.0551,11019.0551,1166,1166,456.6324,NA,1602.0132,1602.0132,24103.4133,24103.4133,NA,3301.8836,NA,2540.1928,2540.1928,NA,15999.5072,15999.5072,NA,NA,NA,1310.0646,1310.0646,NA,NA
2002-04-30,NA,17739.103,NA,539.1921,539.1921,NA,NA,NA,NA,NA,NA,NA,240.0385,NA,NA,NA,NA,16214.4906,NA,NA,NA,1408.5801,4767.9936,NA,NA,NA,NA,NA,NA,9701.7892,9701.7892,18623.8645,18623.8645,NA,NA,94.1295,NA,340.83,1408.5801,NA,NA,NA,NA,NA,358.2277,NA,NA,948.2864,948.2864,NA,702.6082,934.6525,NA,NA,821.54,6313.2528,6313.2528,NA,NA,NA,1484.315,1107.594,1107.594,1107.594,1053.6214,NA,472.1007,1567.8988,5597.1031,5597.1031,267.7875,677.3411,NA,NA,NA,4491.5743,4491.5743,NA,841.2161,NA,429826.9241,4964.4056,NA,NA,3349.7563,1736.3258,1274.1695,NA,NA,1041.2779,NA,NA,NA,NA,NA,610.1161,NA,2265.1029,2265.1029,NA,2763.8443,18983.8271,18983.8271,151.9763,NA,NA,1473.3089,295.5767,9679.7555,9679.7555,NA,NA,NA,NA,NA,NA,148.0707,NA,NA,85.8912,730.6205,NA,3518.0236,NA,1577.5158,1577.5158,NA,NA,3319.0056,3319.0056,NA,1024.3623,NA,NA,282.36,NA,NA,96.6794,NA,NA,NA,51.0223,NA,NA,8611.5919,20959.9453,20959.9453,NA,NA,54.5083,1024.3324,1024.3324,NA,507.5177,507.5177,NA,363.0854,1377.3979,NA,NA,NA,NA,NA,NA,NA,142.5756,142.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.4185,559.4185,NA,70.4333,70.4333,NA,NA,983.9385,NA,NA,NA,6172.8145,6172.8145,NA,6218.3627,6218.3627,NA,10.1234,61697.1963,61697.1963,NA,NA,18.4503,NA,133.4979,133.4979,310.8619,NA,702.6082,NA,NA,NA,NA,214732.0845,NA,31.6378,NA,91.5379,NA,NA,NA,234.7883,NA,250.38,455.893,48.925,NA,213.79,NA,10848.9536,10848.9536,NA,4138.083,960.3479,NA,NA,230.9004,NA,NA,NA,NA,NA,1432.0936,918.23,918.23,NA,NA,NA,NA,80.808,2763.8443,1726.0423,1726.0423,NA,964.4095,649.6166,649.6166,NA,NA,NA,1480.4325,342.7983,480.9555,480.9555,11775.5872,11775.5872,11775.5872,1317.1315,1317.1315,269.5936,269.5936,911.2192,911.2192,11029.1661,11029.1661,NA,305.0766,877.9371,877.9371,2268.4264,398.8133,11240.9975,11240.9975,1113,1113,413.4488,NA,1651.6308,1651.6308,24594.8358,24594.8358,NA,3518.0236,NA,2718.1789,2718.1789,NA,14889.5232,14889.5232,NA,NA,NA,1297.7055,1297.7055,NA,NA
2002-05-31,NA,17022.4454,NA,477.0634,477.0634,NA,NA,NA,NA,NA,NA,NA,196.5107,NA,NA,NA,NA,16055.525,NA,NA,NA,1477.224,5129.3218,NA,NA,NA,NA,NA,NA,9765.0607,9765.0607,17190.9577,17190.9577,NA,NA,93.3352,NA,327.7211,1477.224,NA,NA,NA,NA,NA,281.2026,NA,NA,872.6621,872.6621,NA,656.5253,765.8415,NA,NA,821.54,5954.3066,5954.3066,NA,NA,NA,1357.088,929.9282,929.9282,929.9282,860.2549,NA,467.6249,1665.8533,5341.993,5341.993,263.4509,653.9845,NA,NA,NA,4033.4567,4033.4567,NA,833.5551,NA,446064.7895,4441.6757,NA,NA,3464.5232,1495.9115,1390.6312,NA,NA,962.4994,NA,NA,NA,NA,NA,627.6573,NA,1728.3937,1728.3937,NA,2531.9747,17124.9039,17124.9039,129.3415,NA,NA,1269.3123,288.1872,10581.4228,10581.4228,NA,NA,NA,NA,NA,NA,135.3899,NA,NA,86.112,757.6805,NA,3870.5924,NA,1437.0003,1437.0003,NA,NA,3400.0969,3400.0969,NA,991.1641,NA,NA,280.8,NA,NA,93.2066,NA,NA,NA,36.6902,NA,NA,8164.8246,19420.614,19420.614,NA,NA,72.3474,1030.3499,1030.3499,NA,446.2096,446.2096,NA,371.7303,3713.106,NA,NA,NA,NA,22.8863,NA,NA,128.399,128.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.3656,505.3656,NA,57.7775,57.7775,NA,NA,1096.3886,NA,NA,NA,6218.9256,6218.9256,NA,6003.5466,6003.5466,NA,12.2174,61649.5972,61649.5972,NA,NA,14.7602,NA,137.7136,137.7136,306.1412,NA,656.5253,NA,NA,NA,NA,212949.627,NA,31.6378,NA,100.5417,NA,NA,NA,221.9132,NA,260.8125,526.3155,43.775,NA,218.904,NA,910.9808,910.9808,NA,3218.1921,905.0074,NA,NA,208.2268,NA,NA,NA,NA,NA,1578.0476,863.4584,863.4584,NA,NA,NA,NA,84.2712,2531.9747,1583.1216,1583.1216,NA,987.5153,706.7115,706.7115,NA,NA,NA,1218.0774,346.679,473.3982,473.3982,11632.7174,11632.7174,11632.7174,1364.4662,1364.4662,230.6297,230.6297,955.2349,955.2349,11507.6937,11507.6937,NA,317.322,890.391,890.391,2355.5648,202.9031,10979.8007,10979.8007,1213.17,1213.17,374.578,NA,1536.333,1536.333,28961.828,28961.828,NA,3870.5924,NA,2418.0349,2418.0349,NA,15873.046,15873.046,NA,NA,NA,1322.4237,1322.4237,NA,NA
2002-06-28,NA,15865.2328,NA,444.7539,444.7539,NA,NA,NA,NA,NA,NA,NA,221.4298,NA,NA,NA,NA,14942.7658,NA,NA,NA,1581.515,5567.4334,NA,NA,NA,NA,NA,NA,6544.0723,6544.0723,14536.4038,14536.4038,NA,NA,79.84,NA,249.0681,1581.515,NA,NA,NA,NA,NA,307.6927,NA,NA,760.0063,760.0063,1909.877,650.2061,666.7903,NA,NA,657.232,5468.8459,5468.8459,NA,NA,NA,1399.497,780.5187,780.5187,780.5187,843.7047,NA,490.0042,1705.09,5032.2901,5032.2901,227.6736,559.3813,NA,NA,NA,3133.932,3133.932,NA,751.0858,NA,383432.358,4466.1309,NA,NA,3227.0993,1255.4971,1387.3074,NA,NA,966.9844,NA,NA,NA,NA,NA,588.042,NA,640.3399,640.3399,NA,2422.8774,15563.5913,15563.5913,126.7547,NA,NA,1106.8705,258.2601,10861.9014,10861.9014,NA,NA,NA,NA,NA,NA,124.2427,NA,NA,79.488,811.8005,NA,3966.3992,NA,1412.7294,1412.7294,NA,NA,3155.9643,3155.9643,NA,949.5104,NA,NA,276.12,NA,NA,86.0462,NA,NA,NA,28.0909,NA,NA,7647.4776,17199.2025,17199.2025,NA,NA,72.3474,882.048,882.048,NA,401.7933,401.7933,NA,376.0527,3281.887,NA,NA,NA,NA,22.8863,NA,NA,126.7491,126.7491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317.6019,1317.6019,NA,56.8832,56.8832,NA,NA,472.29,NA,NA,NA,5629.4335,5629.4335,NA,5709.5876,5709.5876,NA,13.2136,55800.9634,55800.9634,NA,NA,11.5973,NA,126.4717,126.4717,304.3244,NA,650.2061,NA,NA,NA,NA,186336.2143,NA,31.6378,NA,102.8689,NA,NA,NA,198.4181,NA,260.8125,533.7284,19.3125,NA,213.351,NA,828.1644,828.1644,NA,2842.8313,875.2087,NA,NA,196.6587,NA,NA,NA,NA,NA,1869.2621,886.0114,886.0114,NA,NA,NA,NA,82.5396,2422.8774,1509.8289,1509.8289,NA,1018.6551,706.7115,706.7115,NA,NA,NA,1218.0774,341.5047,423.9794,423.9794,10750.1584,10750.1584,10750.1584,1301.4653,1301.4653,173.1949,173.1949,929.2853,929.2853,10248.6799,10248.6799,NA,322.0253,844.5821,844.5821,2482.5595,202.747,10093.9891,10093.9891,1086.5,1086.5,335.7754,NA,1475.0522,1475.0522,29173.3723,29173.3723,NA,3966.3992,NA,1972.0373,1972.0373,NA,15519.9926,15519.9926,NA,NA,NA,1310.0646,1310.0646,NA,NA
2002-07-31,NA,15444.6468,NA,432.3189,432.3189,NA,NA,NA,NA,NA,NA,NA,200.1822,NA,NA,NA,NA,14598.6357,NA,NA,NA,1617.7361,5914.7218,NA,NA,NA,NA,NA,NA,6228.1142,6228.1142,11808.8554,11808.8554,NA,NA,75.2,NA,249.0681,1617.7361,NA,NA,NA,NA,NA,283.2403,NA,NA,692.569,692.569,1771.9791,551.9104,638.1154,NA,NA,554.5395,5264.6904,5264.6904,NA,NA,NA,1017.816,659.5349,659.5349,659.5349,624.4908,NA,408.8588,1920.6761,4253.8428,4253.8428,250.441,467.1318,NA,NA,NA,2794.9547,2794.9547,NA,706.0207,NA,389215.2087,4175.7254,NA,NA,3048.4935,1135.29,1421.667,NA,NA,932.4734,NA,NA,NA,NA,NA,481.0756,NA,657.6943,657.6943,NA,2626.2511,11488.3407,11488.3407,128.0481,NA,NA,660.0928,217.9878,10242.3904,10242.3904,NA,NA,NA,NA,NA,NA,117.5378,NA,NA,89.976,887.5686,NA,3985.5605,NA,1421.9523,1421.9523,NA,NA,3146.6474,3146.6474,NA,928.7182,NA,NA,277.368,NA,NA,69.4988,NA,NA,NA,21.7848,NA,NA,6808.1006,13363.8216,13363.8216,NA,NA,74.3295,953.7396,953.7396,NA,390.0524,390.0524,NA,380.3752,3001.8599,NA,NA,NA,NA,22.8863,NA,NA,121.4002,121.4002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348.5688,1348.5688,NA,57.062,57.062,NA,NA,219.2775,NA,NA,NA,5340.711,5340.711,NA,4748.5679,4748.5679,NA,11.198,47026.2633,47026.2633,NA,NA,10.543,NA,133.4979,133.4979,310.8619,NA,551.9104,NA,NA,NA,NA,161691.4762,NA,NA,NA,107.4453,NA,NA,NA,192.4,NA,260.8125,552.2606,33.475,NA,211.5,NA,724.6438,724.6438,NA,2264.4111,879.4656,NA,NA,168.8951,NA,NA,NA,NA,NA,2267.8165,891.6737,891.6737,NA,NA,NA,NA,93.795,2626.2511,1443.8655,1443.8655,NA,998.9789,646.0794,646.0794,NA,NA,NA,1218.0774,338.9175,324.5845,324.5845,9167.4691,9167.4691,9167.4691,1195.65,1195.65,130.3524,130.3524,974.6086,974.6086,8457.4,8457.4,NA,309.3138,728.9793,728.9793,2510.0613,102.0122,9104.9765,9104.9765,1060,1060,323.0779,NA,1145.192,1145.192,30889.0208,30889.0208,NA,3985.5605,NA,1582.5416,1582.5416,NA,14547.5222,14547.5222,NA,NA,NA,1310.0646,1310.0646,NA,NA
